namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
JAKARTA TIMUR,foto-rusmin.jpg,PARTAI GERAKAN INDONESIA RAYA,293455,4,"RUSMIN EFFENDY, SH, MH",Laki-Laki
JAKARTA SELATAN,foto sheila_1.jpg,PARTAI GERAKAN INDONESIA RAYA,188405,5,"SHEILA AYU SAYIDAH, S.I.Kom",Perempuan
JAKARTA SELATAN,TUTI.jpeg,PARTAI GERAKAN INDONESIA RAYA,199291,6,"TUTI ROSINTA HUTAGALUNG, SH",Perempuan
PURWOREJO,foto bambang_1.jpg,PARTAI GERAKAN INDONESIA RAYA,171194,7,BAMBANG SUDIYONO,Laki-Laki
TASIKMALAYA,SUBARNA.jpg,PARTAI GERAKAN INDONESIA RAYA,112910,1,"H. SUBARNA, SE., M.Si",Laki-Laki
JAKARTA TIMUR,MUHAMMAD.jpeg,PARTAI GERAKAN INDONESIA RAYA,122218,2,"MUHAMMAD HUSEIN FADLULLOH, B.Bus., MM., MBA",Laki-Laki
JAKARTA BARAT,AGNES FOTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,112870,3,AGNES MARCELLINA,Perempuan
GARUT,FAHRUL ROZI.jpg,PARTAI GERAKAN INDONESIA RAYA,146192,4,"FAHRUL ROZI, SH",Laki-Laki
JAKARTA SELATAN,FOTO RADEN WULANSARI_20180713_0002.jpg,PARTAI GERAKAN INDONESIA RAYA,157390,5,MULAN JAMEELA,Perempuan
GARUT,LUTFI.jpeg,PARTAI GERAKAN INDONESIA RAYA,187753,6,ERVIN LUTHFI,Laki-Laki
JAKARTA TIMUR,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,93487,7,"Ir. TUNDRA MELIALA, MM",Laki-Laki
JAKARTA SELATAN,AISYAH.jpeg,PARTAI GERAKAN INDONESIA RAYA,183627,8,"HJ. AISYAH TIAR ARSYAD, S.E., M.B.A.",Perempuan
GARUT,FOTO MERAH.jpeg,PARTAI GERAKAN INDONESIA RAYA,158212,9,IRVAN RIVANI FAZA,Laki-Laki
KOTA TASIKMALAYA,IMG_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,112886,10,"U. AZIZ MUSLIM, S.Ag",Laki-Laki
JAKARTA BARAT,PASH PHOTO 4 x 6 WARNA.jpg,PARTAI GERAKAN INDONESIA RAYA,75895,1,"KOBALEN, M.Fil.H",Laki-Laki
KOTA PANGKALPINANG,foto yulinar.jpeg,PARTAI GERAKAN INDONESIA RAYA,242207,2,YULINAR,Perempuan
BANGKA,FOTO-AHMADI-SOFYAN.jpg,PARTAI GERAKAN INDONESIA RAYA,90715,3,AHMADI SOPYAN,Laki-Laki
KOTA BEKASI,FOTO HABIBUROKHMAN.jpg,PARTAI GERAKAN INDONESIA RAYA,103066,1,"HABIBUROKHMAN, S.H., M.H",Laki-Laki
KOTA BEKASI,FOTO ASRIL HAMZAH TANJUNG.jpg,PARTAI GERAKAN INDONESIA RAYA,103052,2,"MAYJEN TNI (PURN) H. ASRIL HAMZAH TANJUNG, S.IP",Laki-Laki
JAKARTA SELATAN,FOTO LAVIONAAAAAAA_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,266123,3,"LAVIONA BARRETTA, S. Kom",Perempuan
JAKARTA TIMUR,foto DIDI-1.jpg,PARTAI GERAKAN INDONESIA RAYA,161434,4,"Dr. H. DIDI SUPRIJADI, MM",Laki-Laki
JAKARTA TIMUR,foto indah.jpeg,PARTAI GERAKAN INDONESIA RAYA,240784,5,"INDAH MUKTININGTIAS, SE",Perempuan
JAKARTA PUSAT,FOTO IWAN SEMULE.jpg,PARTAI GERAKAN INDONESIA RAYA,105145,6,Ir. IWAN SUMULE,Laki-Laki
TANGERANG,FOTO HIMMATUL ALIYAH.jpg,PARTAI GERAKAN INDONESIA RAYA,176541,1,"HJ. HIMMATUL ALIYAH, S.Sos., M.Si.",Perempuan
JAKARTA SELATAN,FOTO BIEM.jpg,PARTAI GERAKAN INDONESIA RAYA,114286,2,"H. BIEM TRIANI BENJAMIN, B.Sc., M.M.",Laki-Laki
JAKARTA SELATAN,FOTO HAPOSAN.jpg,PARTAI GERAKAN INDONESIA RAYA,162176,3,"HAPOSAN P. BATUBARA, SH",Laki-Laki
JAKARTA SELATAN,FOTO YORA LOVITA.jpg,PARTAI GERAKAN INDONESIA RAYA,51292,4,YORA LOVITA E. HALOHO,Perempuan
KOTA TANGERANG SELATAN,FOTO IRLISA.jpg,PARTAI GERAKAN INDONESIA RAYA,239676,5,"HJ. IRLISA RACHMADIANA, S.Sn., MM",Perempuan
JAKARTA SELATAN,FOTO ELVIN.jpg,PARTAI GERAKAN INDONESIA RAYA,293565,6,"H. ELVIN, SE., MH",Laki-Laki
KOTA BEKASI,FOTO BASRI KINAS.jpg,PARTAI GERAKAN INDONESIA RAYA,64503,7,Ir. BASRI KINAS MAPPASENG,Laki-Laki
JAKARTA SELATAN,4x6 rsd.jpg,PARTAI GERAKAN INDONESIA RAYA,104141,1,R. SARASWATI D. DJOJOHADIKUSUMO,Perempuan
JAKARTA PUSAT,FOTO KAMRUSAMMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,286121,2,"Ir. H. KAMRUSSAMAD, MM., M.Si",Laki-Laki
JAKARTA SELATAN,FOTO SUKRI BEY-1.jpg,PARTAI GERAKAN INDONESIA RAYA,119933,3,H. SUKRI BEY,Laki-Laki
JAKARTA BARAT,IMG_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,293840,4,"H. KARJAN, SH",Laki-Laki
KOTA TANGERANG SELATAN,foto ARSYAD-1.jpg,PARTAI GERAKAN INDONESIA RAYA,266550,5,"Dr. H. ARSYAD, SH., M.Si.",Laki-Laki
JAKARTA SELATAN,FOTO MONICA-min.JPG,PARTAI GERAKAN INDONESIA RAYA,77773,6,Hj. R. MONICA ARMI SORAYA,Perempuan
JAKARTA SELATAN,FOTO 4X6 WARNA-1.jpg,PARTAI GERAKAN INDONESIA RAYA,293762,7,MARDIAH ABUZAR,Perempuan
JAKARTA SELATAN,FOTO WIDIANTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,271502,8,WIDIYANTO SAPUTRO,Laki-Laki
BOGOR,PHOTO SUGIONO.jpg,PARTAI GERAKAN INDONESIA RAYA,209035,1,SUGIONO,Laki-Laki
JAKARTA SELATAN,PHOTO JAMAL MIRDAD.jpg,PARTAI GERAKAN INDONESIA RAYA,130560,2,JAMAL MIRDAD,Laki-Laki
TANGERANG,FOTO DEWI.jpg,PARTAI GERAKAN INDONESIA RAYA,197873,3,DEWI KURNIATI,Perempuan
KOTA SEMARANG,PASS PHOTO_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,95469,4,SIGIT IBNUGROHO SARASPRONO,Laki-Laki
KOTA TANGERANG SELATAN,FOTO GIDION_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296160,5,"DR. GIDION STEVEN HUTAGALUNG, SH, S.TH, MA",Laki-Laki
JAKARTA SELATAN,FOTO ERRY.jpg,PARTAI GERAKAN INDONESIA RAYA,246544,6,ERY CAHYANINGRUM,Perempuan
JAKARTA UTARA,PASS.jpg,PARTAI GERAKAN INDONESIA RAYA,200506,7,JUBAEDAH,Perempuan
KOTA DEPOK,pas photo GIRI.jpg,PARTAI GERAKAN INDONESIA RAYA,102060,8,"GIRI BASUKI, SH",Laki-Laki
JEPARA,ABDUL WAHID.JPG,PARTAI GERAKAN INDONESIA RAYA,121554,1,ABDUL WACHID,Laki-Laki
JEPARA,Foto Terbaru Ahmad Yanuar.jpg,PARTAI GERAKAN INDONESIA RAYA,99343,2,AHMAD YANUAR RIKZA,Laki-Laki
KOTA SEMARANG,FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,229409,3,IQLIMA ROIHANI,Perempuan
JAKARTA TIMUR,PASS.JPG,PARTAI GERAKAN INDONESIA RAYA,43545,4,"SYARONI, SEI",Laki-Laki
KUDUS,foto MUAYANAH.JPG,PARTAI GERAKAN INDONESIA RAYA,201967,5,"MUAYANAH, S.Ag",Perempuan
JEPARA,FOTO _0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296275,6,"SARI RIFYANJANI, S. KOM.I",Perempuan
DEMAK,PHOTO GHUFRONI.jpg,PARTAI GERAKAN INDONESIA RAYA,278798,7,H. GHUFRONI,Laki-Laki
JAKARTA PUSAT,FOTO 5R.jpg,PARTAI GERAKAN INDONESIA RAYA,227739,1,"Dr. SUMARJATI ARJOSO, SKM",Perempuan
KOTA SURAKARTA,Pass.jpg,PARTAI GERAKAN INDONESIA RAYA,148500,2,"SUDEWO, ST., MT",Laki-Laki
PATI,FOTO SUGIARTO.jpg,PARTAI GERAKAN INDONESIA RAYA,83368,3,"SUGIARTO, ST., SH",Laki-Laki
JAKARTA TIMUR,FOTO AZIS_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296325,4,"AZIS SUBEKTI, ST., MT",Laki-Laki
PATI,FOTO AISYAH.jpg,PARTAI GERAKAN INDONESIA RAYA,204243,5,SITI AISYAH,Perempuan
JAKARTA TIMUR,Pass.jpg,PARTAI GERAKAN INDONESIA RAYA,76092,6,"R. AGUNG SURYANTO, SE",Laki-Laki
KOTA BEKASI,FOTO 5R.jpg,PARTAI GERAKAN INDONESIA RAYA,209680,7,ANNA PRAGASTI,Perempuan
JAKARTA SELATAN,FOTO KRISTIANTO.jpg,PARTAI GERAKAN INDONESIA RAYA,93118,8,"DR. KRISTIAWANTO, S.H.I.,MH",Laki-Laki
REMBANG,FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,229906,9,BHAYU INDRA SETIAWAN,Laki-Laki
JAKARTA SELATAN,PHOTO FERRY (COMPRESSED).jpg,PARTAI GERAKAN INDONESIA RAYA,209137,1,Dr. H. FERRY JOKO YULIANTONO,Laki-Laki
JAKARTA SELATAN,PHOTO RAHMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,136165,2,ROHMAD,Laki-Laki
JAKARTA SELATAN,IMG_20180727_0010.jpg,PARTAI GERAKAN INDONESIA RAYA,136816,3,"LUZ B. MAHENDRADATTA, SH",Perempuan
JAKARTA SELATAN,PHOTO ANDI RAHMAD.jpg,PARTAI GERAKAN INDONESIA RAYA,211357,4,M ANDY RAHMAD WIJAYA,Laki-Laki
SRAGEN,Foto Dewi Novita Kurnia.jpg,PARTAI GERAKAN INDONESIA RAYA,152516,5,R. DEWI NOVITA KURNIAWATI,Perempuan
BOGOR,asri n.JPG,PARTAI GERAKAN INDONESIA RAYA,209676,6,ASRI NISWATI,Perempuan
WONOGIRI,PHOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,159730,7,RACHMAT MUJIONO,Laki-Laki
SUKOHARJO,FHOTO BAMBANG R.jpg,PARTAI GERAKAN INDONESIA RAYA,72650,1,"BAMBANG RIYANTO, SH.,MH.,M.Si",Laki-Laki
JAKARTA TIMUR,Foto Setyadharma.JPG,PARTAI GERAKAN INDONESIA RAYA,91447,2,M.B. SETIADHARMA,Laki-Laki
KOTA SEMARANG,PHOTO PRATITIS copy.jpg,PARTAI GERAKAN INDONESIA RAYA,209163,3,"PRATITIS MUKTI TAMI, S.Pd",Perempuan
JAKARTA PUSAT,FHOTO EKO S..jpg,PARTAI GERAKAN INDONESIA RAYA,88390,4,EKO SRIYANTO,Laki-Laki
KARANGANYAR,Foto Agus Sahid.jpg,PARTAI GERAKAN INDONESIA RAYA,208654,5,AGUS SAHID,Laki-Laki
KOTA SURAKARTA,PHOTO KURNIA.jpg,PARTAI GERAKAN INDONESIA RAYA,172096,6,"N.R. KURNIA SARI, S.Pd",Perempuan
WONOGIRI,MARYANTO.JPG,PARTAI GERAKAN INDONESIA RAYA,299148,7,MARYANTO,Laki-Laki
KOTA SEMARANG,fhoto anisa.jpg,PARTAI GERAKAN INDONESIA RAYA,95485,8,ANISA DEVY IKA NATALIA,Perempuan
JAKARTA PUSAT,PHOTO PRASETYO.jpg,PARTAI GERAKAN INDONESIA RAYA,211931,1,PRASETYO HADI,Laki-Laki
JAKARTA SELATAN,Photo Harry Poernomo.jpg,PARTAI GERAKAN INDONESIA RAYA,100050,2,Ir. H. HARRY POERNOMO,Laki-Laki
JAKARTA PUSAT,PHOTO WAHYU PRAMESWARI.jpg,PARTAI GERAKAN INDONESIA RAYA,95056,3,"WAHYU PRAMESWARI, SH . MSi",Perempuan
BEKASI,PHOTO YUDI SABANG.jpg,PARTAI GERAKAN INDONESIA RAYA,133706,4,"YUDHI SABANG SUCIPTO, SH., MH",Laki-Laki
KOTA DEPOK,agung.jpg,PARTAI GERAKAN INDONESIA RAYA,296227,5,AGUNG HENDRADI KUSWARDJANTO . K,Laki-Laki
KARAWANG,PHOTO DEVI KUSUMA WARDANI.jpg,PARTAI GERAKAN INDONESIA RAYA,202552,6,"DEVI KUSUMAWARDHANI, SE., M.AK",Perempuan
KOTA SEMARANG,kristanto_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,214063,7,KRISTANTO,Laki-Laki
JAKARTA BARAT,nurul_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,189257,8,NURUL TRIWAHYUNI,Perempuan
KOTA TANGERANG SELATAN,DARORI - 1MB.jpg,PARTAI GERAKAN INDONESIA RAYA,101521,1,"Ir. KRT. H. DARORI WONODIPURO, MM",Laki-Laki
SUKOHARJO,KHARISMA FEBRIANSYAH - 1MB_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,162847,2,"KHARISMA FEBRIANSYAH, S.E",Laki-Laki
BANJARNEGARA,SITTI FATIMAH - 1MB.jpg,PARTAI GERAKAN INDONESIA RAYA,94985,3,"HJ. SITI FATIMAH, S.Ag",Perempuan
KOTA TANGERANG,KHALIRI - 1MB.jpg,PARTAI GERAKAN INDONESIA RAYA,198150,4,MOHAMMAD KHALIRI,Laki-Laki
JAKARTA SELATAN,sari nurmala.jpg,PARTAI GERAKAN INDONESIA RAYA,259372,5,"SARI NURMALA SARI, SH",Perempuan
JAKARTA PUSAT,FOTO RIEN PRIHATNASARI.jpg,PARTAI GERAKAN INDONESIA RAYA,201188,6,HJ. RIEN PRIHATNASARI,Perempuan
PURBALINGGA,FOTO BAMBANG BUDI.jpg,PARTAI GERAKAN INDONESIA RAYA,90192,7,"R. BAMBANG BUDI SURJONO, SH",Laki-Laki
CILACAP,FOTO NOVITA WIJAYANTI_20180715_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,129848,1,"HJ. NOVITA WIJAYANTI, SE., MM.",Perempuan
KOTA BOGOR,Foto Sadar subagjo.JPG,PARTAI GERAKAN INDONESIA RAYA,56889,2,Ir. SADAR SUBAGYO,Laki-Laki
JAKARTA TIMUR,PHOTO ABDUL HAKAM JATENG 8.jpg,PARTAI GERAKAN INDONESIA RAYA,129867,3,ABDUL HAKAM NAGIB,Laki-Laki
JAKARTA SELATAN,Foto Mitra vinda.JPG,PARTAI GERAKAN INDONESIA RAYA,200760,4,MITRA VINDA,Perempuan
SIDOARJO,JUNAEDI FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,294895,5,"Drs. JUNAEDI, Apt",Laki-Laki
JAKARTA SELATAN,RINALDI FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,295057,6,"RINALDI, S.H, M.Kn",Laki-Laki
SEMARANG,Foto Nelly.jpg,PARTAI GERAKAN INDONESIA RAYA,94376,7,"NELLY RAHMAWATI, SH, M.Hum",Perempuan
KOTA BEKASI,PHOTO BAMBANG SUHARTO.jpg,PARTAI GERAKAN INDONESIA RAYA,208167,8,BAMBANG SUHARTO,Laki-Laki
JAKARTA SELATAN,FOTO MOHAMMAD HEKAL_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,129929,1,"MOHAMAD HEKAL, MBA",Laki-Laki
JAKARTA TIMUR,PHOTO SUDIRMAN.jpg,PARTAI GERAKAN INDONESIA RAYA,242495,2,SUDIRMAN SAID,Laki-Laki
KOTA TANGERANG SELATAN,PHOTO TUTI.jpg,PARTAI GERAKAN INDONESIA RAYA,204871,3,TUTY MARIANI,Perempuan
BREBES,PHOTO FAYYADH.jpg,PARTAI GERAKAN INDONESIA RAYA,155165,4,"MUHAMMAD FAYYAD, SH",Laki-Laki
TEGAL,Foto Ratono.JPG,PARTAI GERAKAN INDONESIA RAYA,157786,5,"DR. RATONO, MA",Laki-Laki
JAKARTA BARAT,PHOTO ANITA LISTIAWATI.jpg,PARTAI GERAKAN INDONESIA RAYA,200447,6,"ANITA LISTIAWATI, SE., MM",Perempuan
KOTA DEPOK,FOTO _0001.jpg,PARTAI GERAKAN INDONESIA RAYA,298377,7,"WIWIN ISTIAWATI, S.Sos.",Perempuan
JAKARTA PUSAT,FOTO MOHAMAD SUNAN ARIF_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,84448,8,MOHAMAD SUNAN ARIEF,Laki-Laki
JAKARTA TIMUR,46.jpg,PARTAI GERAKAN INDONESIA RAYA,88012,1,RAMSON SIAGIAN,Laki-Laki
JAKARTA SELATAN,JATENG X DAIRUL.jpg,PARTAI GERAKAN INDONESIA RAYA,91812,2,"H. DAIRUL, SE., M.Si",Laki-Laki
TEGAL,JATENG X NOVIAWATI.jpg,PARTAI GERAKAN INDONESIA RAYA,151123,3,R. NOVIAWATI,Perempuan
JAKARTA SELATAN,NIRWAN FOTO_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,294339,4,"NIRWAN, SE",Laki-Laki
JAKARTA SELATAN,FOTO IIS LATIFAH.jpg,PARTAI GERAKAN INDONESIA RAYA,294265,5,IR. IIS LATIFAH,Perempuan
PEMALANG,JATENG X RATIH.jpg,PARTAI GERAKAN INDONESIA RAYA,152360,6,NIKEN RATIH,Perempuan
BOJONEGORO,FOTO BARU KHUMAIDI_20180727_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,257204,7,"MOH. KHUMAIDI, SH., MH",Laki-Laki
JAKARTA TIMUR,4x6 (2).jpg,PARTAI GERAKAN INDONESIA RAYA,70633,1,"ANDIKA PANDU PURAGABAYA, S.Psi., M.Si., M.Sc",Laki-Laki
KOTA TANGERANG,BANG DANANG 4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,281598,2,"DANANG WICAKSANA S., ST",Laki-Laki
KOTA YOGYAKARTA,Luluk Puji Rahayu.jpg,PARTAI GERAKAN INDONESIA RAYA,199444,3,LULUK PUJI RAHAYU,Perempuan
KOTA YOGYAKARTA,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,199603,4,RM HENING HUTOMO PUTRO,Laki-Laki
JAKARTA SELATAN,FOTO 4X6 _20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,100662,5,"ERLIN AGUSTINA, SH",Perempuan
KOTA YOGYAKARTA,Ramli.jpg,PARTAI GERAKAN INDONESIA RAYA,232043,6,RAMLI ZR,Laki-Laki
JAKARTA TIMUR,BU SITI JOHAR.jpg,PARTAI GERAKAN INDONESIA RAYA,103229,7,"Dra. SITI J WAHYUNINGRUM, M.Pd",Perempuan
KOTA DEPOK,FOTO BANG BUDI.jpg,PARTAI GERAKAN INDONESIA RAYA,52862,8,"BUDI WALJIMAN, SH",Laki-Laki
KOTA SURABAYA,PHOTO-2018-06-28-12-02-07(2).jpg,PARTAI GERAKAN INDONESIA RAYA,111768,1,Ir. H. BAMBANG HARYO SOEKARTO,Laki-Laki
JAKARTA SELATAN,FOTO _0001.jpg,PARTAI GERAKAN INDONESIA RAYA,90353,2,AHMAD DHANI PRASETYO,Laki-Laki
KOTA TANGERANG SELATAN,SIANE JATIM I NO 3.JPG,PARTAI GERAKAN INDONESIA RAYA,107159,3,SIANE INDRIANI,Perempuan
SIDOARJO,11. Foto 4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,94430,4,"H. RAHMAT MUHAJIRIN, SH",Laki-Laki
KOTA SURABAYA,IMG_7275.JPG,PARTAI GERAKAN INDONESIA RAYA,107138,5,"Dra. HELENA MAUREEN MANTIRI, MAP",Perempuan
KOTA SURABAYA,IMG_7276.JPG,PARTAI GERAKAN INDONESIA RAYA,108037,6,"DR. BF.SUTADI, SH.,M.Si",Laki-Laki
JAKARTA TIMUR,FOTO_20180730_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,295046,7,MBAREP ANTOSENO,Laki-Laki
KOTA DEPOK,IMG_7277.JPG,PARTAI GERAKAN INDONESIA RAYA,67099,8,"PRAMUCAHYA PURWANTO, ST",Laki-Laki
KOTA SURABAYA,IMG_7278.JPG,PARTAI GERAKAN INDONESIA RAYA,87999,9,ARDHIA PRAMESWARI REGITA CAHYANI,Perempuan
JAKARTA TIMUR,IMG_7280.JPG,PARTAI GERAKAN INDONESIA RAYA,238513,10,DJAMAL AZIZ,Laki-Laki
JAKARTA UTARA,moekhlas.JPG,PARTAI GERAKAN INDONESIA RAYA,107587,1,"LAKSDYA TNI (PURN) MOEKHLAS SIDIK, MPA",Laki-Laki
PASURUAN,arifi junaidi.JPG,PARTAI GERAKAN INDONESIA RAYA,108822,2,"H. MOCH. ARIF JUNAIDY, SH",Laki-Laki
KOTA SURABAYA,rubiani.JPG,PARTAI GERAKAN INDONESIA RAYA,249389,3,RUBIANI NAZIAH,Perempuan
KOTA DEPOK,M. NIKO KAPISAN.jpg,PARTAI GERAKAN INDONESIA RAYA,121243,4,"M. NIKO KAPISAN, ST",Laki-Laki
PASURUAN,FOTO 4X6 _20180730_0001 (2).jpg,PARTAI GERAKAN INDONESIA RAYA,294973,5,RIZA FIRDAUSI,Perempuan
PASURUAN,FOTO 4X6 _20180730_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,294773,6,SITI SUKARSIH,Perempuan
SAMPANG,muhlis.JPG,PARTAI GERAKAN INDONESIA RAYA,273985,7,MUHLISATUR ROHMAN,Laki-Laki
KOTA PALEMBANG,Foto sumail Abdullah_1.jpg,PARTAI GERAKAN INDONESIA RAYA,115671,1,SUMAIL ABDULLAH,Laki-Laki
BANYUWANGI,foto H. eko susilo_1.jpg,PARTAI GERAKAN INDONESIA RAYA,76293,2,"H. EKO SUSILO NURHIDAYAT, SE.MM",Laki-Laki
BANYUWANGI,foto yuni.jpg,PARTAI GERAKAN INDONESIA RAYA,82834,3,"YUNI PUSPITA SARI, S.ST., M.Kes",Perempuan
BANYUWANGI,FOTO H.Hariyanto_1.jpg,PARTAI GERAKAN INDONESIA RAYA,114890,4,"H. HARIYANTO HARI WIJAYA, ST",Laki-Laki
BANYUWANGI,Foto angraita.jpg,PARTAI GERAKAN INDONESIA RAYA,298173,5,ANGGRAITA DWI AGUS LESTARI,Perempuan
BANYUWANGI,foto Luthfiyatun nadifah_1.jpg,PARTAI GERAKAN INDONESIA RAYA,197850,6,LUTFIYATUN NADIFAH,Perempuan
BONDOWOSO,foto haerul.jpg,PARTAI GERAKAN INDONESIA RAYA,198063,7,HAERUL ANWAR,Laki-Laki
JAKARTA TIMUR,foto bambang.jpg,PARTAI GERAKAN INDONESIA RAYA,72586,1,"BAMBANG HARYADI, SE",Laki-Laki
GRESIK,FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,19775,2,"H. FAF ADISISWO, SE., MM",Laki-Laki
JEMBER,Foto Adisya fitriani_1.jpg,PARTAI GERAKAN INDONESIA RAYA,197250,3,"ADISYAH NINDY FITRIANI, A.Md",Perempuan
JAKARTA SELATAN,Foto Febyan Julius_1.jpg,PARTAI GERAKAN INDONESIA RAYA,178988,4,FEBYAN JULIUS HETHARIA,Laki-Laki
JAKARTA SELATAN,Foto DR Taufan.jpg,PARTAI GERAKAN INDONESIA RAYA,295894,5,"dr. H. TAUFAN BUDI SETYOLAKSONO, SpBS",Laki-Laki
LUMAJANG,Foto Nurhayati_1.jpg,PARTAI GERAKAN INDONESIA RAYA,195379,6,NURHAYATI,Perempuan
KOTA SURABAYA,foto ricadona.jpg,PARTAI GERAKAN INDONESIA RAYA,205513,7,RICADONA THEODORA TENDEAN,Perempuan
JEMBER,Foto Agus Budi.jpg,PARTAI GERAKAN INDONESIA RAYA,295767,8,"H. AGUS BUDI PRASETIYO, ST",Laki-Laki
JAKARTA SELATAN,foto_1.jpg,PARTAI GERAKAN INDONESIA RAYA,123236,1,"MORENO SOEPRAPTO, S.Sos.",Laki-Laki
PASURUAN,PASS PHOTO CHUSNI MUBAROK_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,200468,2,"CHUSNI MUBAROK, SH., MM",Laki-Laki
KOTA MALANG,Foto arina nurfinnahari dapil v_1.jpg,PARTAI GERAKAN INDONESIA RAYA,199012,3,"ARINA NURFINNAHARI, SH",Perempuan
JAKARTA SELATAN,foto baru petri.jpg,PARTAI GERAKAN INDONESIA RAYA,123792,4,"Drs. PETRI I. OCTAVIANUS, AK",Laki-Laki
JAKARTA SELATAN,foto syamsul Bahri.jpg,PARTAI GERAKAN INDONESIA RAYA,107262,5,"Prof. Dr. Ir. H. SYAMSUL BAHRI, MS",Laki-Laki
KOTA MALANG,PARTAI GERAKAN INDONESIA RAYA,303574,6,ZUBAIDAH HANUM,Perempuan
SIDOARJO,FOTO _0001.jpg,PARTAI GERAKAN INDONESIA RAYA,298127,7,NOVITA INDRIANI,Perempuan
MALANG,foto saur bungaran_1.jpg,PARTAI GERAKAN INDONESIA RAYA,202516,8,SAUR BUNGARAN SINAGA,Laki-Laki
JAKARTA SELATAN,Didi Mahardika.jpg,PARTAI GERAKAN INDONESIA RAYA,124035,1,M. MAHARDIKA SUPRAPTO,Laki-Laki
KOTA BLITAR,Foto Endro Hermono.jpg,PARTAI GERAKAN INDONESIA RAYA,113858,2,"Ir. ENDRO HERMONO, MBA",Laki-Laki
KOTA TANGERANG SELATAN,foto amida hanna_1.jpg,PARTAI GERAKAN INDONESIA RAYA,178051,3,Ir. Hj. AMIDA HANNA,Perempuan
JAKARTA TIMUR,foto samsul hair_1.jpg,PARTAI GERAKAN INDONESIA RAYA,201371,4,SAMSUL HAIR,Laki-Laki
JAKARTA SELATAN,Sigit Permadi.jpg,PARTAI GERAKAN INDONESIA RAYA,107750,5,SIGIT PERMADI,Laki-Laki
BLITAR,foto vellya dapil 6_1.jpg,PARTAI GERAKAN INDONESIA RAYA,196259,6,VELLYA CREE PRATRISTA,Perempuan
BLITAR,foto hj nesti.jpg,PARTAI GERAKAN INDONESIA RAYA,201701,7,HJ. NESTI MUHAIMIN,Perempuan
KEDIRI,foto Budi santoso Dapil 6.jpg,PARTAI GERAKAN INDONESIA RAYA,201528,8,BUDI SANTOSO,Laki-Laki
BOGOR,Sarehwiyono.jpg,PARTAI GERAKAN INDONESIA RAYA,110579,9,"Dr. H. SAREH WIYONO, M.S.H., MH",Laki-Laki
PONOROGO,Pass Photo Drs. Supriyanto.jpg,PARTAI GERAKAN INDONESIA RAYA,48771,1,Drs. SUPRIYANTO,Laki-Laki
JAKARTA SELATAN,01. Foto 4x6 Taryono Aji.jpg,PARTAI GERAKAN INDONESIA RAYA,106699,2,TARYONO AJI,Laki-Laki
KOTA SURABAYA,PASS PHOTO DWI SEPTAHANY ISNANIEK_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,113078,3,Dra. DWI SEPTAHANY ISNANIEK,Perempuan
NGAWI,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,76322,4,"WALUYO JATI SASONO, SH",Laki-Laki
MAGETAN,PASS PHOTO MIRATUL MUKMININ_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,84171,5,"Ir. H. SH MIRATUL MUKMININ, MM",Laki-Laki
KOTA BEKASI,PASS PHOTO DAME WAHYU WIJAYANTI_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,130358,6,DAME WAHYU WIJAYANTI,Perempuan
